link,description,link_validity,datetime
http://www.zdnet.com.au/meet-google-s-culture-czar-339275147.htm,the original,Valid,Data is not available
http://news.cnet.com/Google-hit-with-job-discrimination-lawsuit/2100-1030_3-5807158.html?tag=nl,"Google hit with job discrimination lawsuit",Invalid,Data is not available
https://web.archive.org/web/20071011205140/http://www.ctv.ca/servlet/ArticleNews/story/CTVNews/20071006/google_old_071006/20071006,"Google accused of ageism in reinstated lawsuit",Valid,Data is not available
http://www.ctv.ca/servlet/ArticleNews/story/CTVNews/20071006/google_old_071006/20071006,the original,Invalid,Data is not available
https://www.cnet.com/news/judge-approves-first-payout-in-antitrust-wage-fixing-lawsuit/,"Judge approves first payout in antitrust wage-fixing lawsuit",Valid,Data is not available
http://weblogs.baltimoresun.com/business/hancock/blog/2007/10/google_shares_hit_700.html,"Google shares hit $700",Valid,Data is not available
http://money.cnn.com/2005/05/25/technology/techinvestor/lamonica/index.htm,"Bowling for Google",Valid,Data is not available
https://www.cnbc.com/2015/04/02/stock-split-could-cost-google-over-500-million.html,"This could cost Google more than $500 million",Valid,Data is not available
https://www.cnbc.com/2015/08/10/google-announces-plans-for-new-operating-structure.html,"Google to become part of new company Alphabet",Valid,Data is not available
http://www.businessinsider.com/google-history-in-photos-2015-10,"38 photos of Google's rise from a Stanford dorm room to world domination",Valid,Data is not available
https://www.cnet.com/news/a-building-blessed-with-tech-success/,"A building blessed with tech success",Valid,Data is not available
https://books.google.com/?id=xOk3EIUW9VgC&printsec=frontcover,"Introduction",Valid,Data is not available
https://books.google.com/?id=xOk3EIUW9VgC&printsec=frontcover,Planet Google: One Company's Audacious Plan to Organize Everything We Know,Valid,Data is not available
https://web.archive.org/web/20120401005413/http://www.google.com/press/pressrel/pressrelease39.html,"Google Launches Self-Service Advertising Program",Valid,Data is not available
http://www.google.com/press/pressrel/pressrelease39.html,the original,Valid,Data is not available
https://web.archive.org/web/20091014204451/http://searchenginewatch.com/2166331,"GoTo Going Strong",Valid,Data is not available
http://searchenginewatch.com/2166331,the original,Valid,Data is not available
http://news.cnet.com/Pay-for-placement-gets-another-shot/2100-1023_3-208309.html,"Pay-for-placement gets another shot",Invalid,Data is not available
http://news.cnet.com/Google-Yahoo-bury-the-legal-hatchet/2100-1024_3-5302421.html,"Google Yahoo bury the legal hatchet",Invalid,Data is not available
https://worldwide.espacenet.com/textdoc?DB=EPODOC&IDX=US6285999,US patent 6285999,Valid,Data is not available
http://news.cnet.com/Googles-movin-on-up/2110-1032_3-1025111.html,"Google's movin' on up",Valid,Data is not available
http://sanjose.bizjournals.com/sanjose/stories/2006/06/19/newscolumn3.html,"Google to buy headquarters building from Silicon Graphics",Valid,Data is not available
http://googleblog.blogspot.com/2006/10/do-you-google.html,"Do You "Google"?",Valid,Data is not available
https://archive.is/20060707062623/http://msnbc.msn.com/id/13720643/,"To Google or Not to Google",Valid,Data is not available
http://msnbc.msn.com/id/13720643/,the original,Invalid,Data is not available
https://www.theatlantic.com/technology/archive/2014/06/the-first-use-of-the-verb-to-google-on-television-buffy-the-vampire-slayer/373599/,"The First Use of 'to Google' on Television? Buffy the Vampire Slayer",Valid,Data is not available
https://www.washingtonpost.com/wp-dyn/content/article/2005/10/20/AR2005102002058.html,"Online Ads Give Google Huge Gain in Profit",Valid,Data is not available
http://dl.acm.org/citation.cfm?doid=1327452.1327492,"MapReduce: simplified data processing on large clusters",Invalid,Data is not available
https://googleblog.blogspot.no/2008/11/sorting-1pb-with-mapreduce.html,"Sorting 1PB with MapReduce",Valid,Thu 19 Oct 2017 19:11:14 GMT
https://techcrunch.com/2008/01/09/google-processing-20000-terabytes-a-day-and-growing/,"Google Processing 20000 Terabytes A Day And Growing",Valid,Data is not available
http://politicalticker.blogs.cnn.com/2009/12/18/google-unveils-top-political-searches-of-2009/,"Google unveils top political searches of 2009",Valid,Data is not available
https://web.archive.org/web/20130116035631/http://itsalltech.com/2011/06/22/googles-new-record-1-billion-visitors-in-may/,"Google's new record 1 billion visitors in May",Valid,Data is not available
http://itsalltech.com/2011/06/22/googles-new-record-1-billion-visitors-in-may/,the original,Invalid,Data is not available
http://mashable.com/2013/01/22/google-q4-earnings/#42cbeRCbSkqH,"Google Has Its First $50 Billion Year",Valid,Data is not available
http://www.bbc.co.uk/news/technology-24158924,"Google spin-off Calico to search for answers to ageing",Valid,Data is not available
http://www.telegraph.co.uk/technology/2016/09/26/when-is-googles-birthday/,"Google celebrates 18th birthday with a Doodle - amid some confusion over the correct date",Valid,Data is not available
http://searchengineland.com/google-is-10-years-old-finding-the-real-google-birthday-12172,"Google Is 10 Years Old? Finding The Real Google Birthday",Valid,Data is not available
https://www.washingtonpost.com/blogs/the-switch/wp/2013/09/27/is-today-really-googles-birthday/,"Is today really Google's birthday?",Valid,Data is not available
https://www.independent.co.uk/life-style/gadgets-and-tech/news/google-celebrates-15th-birthday-with-interactive-piata-doodle-8842436.html,"Google celebrates 15th birthday with interactive piñata 'doodle'",Valid,Data is not available
https://www.theguardian.com/technology/2013/oct/07/google-berners-lee-alliance-broadband-africa,"Sir Tim Berners-Lee and Google lead coalition for cheaper internet",Valid,Data is not available
http://www.androidpolice.com/2013/10/18/google-beats-analyst-estimates-for-third-quarter-results-stock-passes-1000-per-share/,"Google Beats Analyst Estimates For Third Quarter Results Stock Passes $1000 Per Share",Valid,Fri 26 Jan 2018 21:02:59 GMT
https://web.archive.org/web/20131017221536/http://www.theguardian.com/technology/2013/oct/17/google-q3-revenue-earnings-report,"Google earnings up 12% in third quarter even as Motorola losses deepen",Valid,Data is not available
https://www.theguardian.com/technology/2013/oct/17/google-q3-revenue-earnings-report,the original,Invalid,Data is not available
http://interbrand.com/best-brands/best-global-brands/2013/ranking/#?listFormat=ls,"Rankings - 2013 - Best Global Brands - Interbrand",Valid,Data is not available
http://interbrand.com/best-brands/best-global-brands/2014/ranking/#?listFormat=ls,"Rankings - 2014 - Best Global Brands - Interbrand",Valid,Data is not available
http://interbrand.com/best-brands/best-global-brands/2015/ranking/#?listFormat=ls,"Rankings - 2015 - Best Global Brands - Interbrand",Valid,Data is not available
http://interbrand.com/best-brands/best-global-brands/2016/ranking/#?listFormat=ls,"Rankings - 2016 - Best Global Brands",Valid,Data is not available
https://www.wired.com/2015/09/google-2-billion-lines-codeand-one-place/,"Google is 2 billion lines of code - and it's all in one place",Valid,Data is not available
https://www.engadget.com/2015/09/18/googles-codebase-is-ludicrously-huge-for-good-reason/,"Google's codebase is ludicrously huge for good reason",Valid,Data is not available
https://www.google.com/about/company/facts/locations/,"Google locations",Valid,Data is not available
http://www.alexa.com/siteinfo/google.com,"google.com Traffic Statistics",Valid,Data is not available
http://www.alexa.com/siteinfo/youtube.com,"youtube.com Traffic Statistics",Valid,Data is not available
http://www.alexa.com/siteinfo/blogger.com,"blogger.com Traffic Statistics",Valid,Data is not available
http://www.geek.com/news/google-acquires-deja-544420/,"Google acquires Deja",Valid,Data is not available
https://www.theregister.co.uk/2001/02/12/google_saves_deja_com_usenet/,"Google saves Deja.com Usenet service",Valid,Data is not available
http://news.bbc.co.uk/2/hi/science/nature/1709527.stm,"Digital history saved",Valid,Data is not available
https://digiday.com/social/today-in-history-google-buys-applied-semantics/,"Today in History: Google Buys Applied Semantics",Valid,Data is not available
http://www.complex.com/pop-culture/2013/01/the-15-most-important-tech-acquisitions-of-all-time/,"The 15 Most Important Tech Acquisitions of All Time",Valid,Fri 26 Jan 2018 21:04:00 GMT
http://marketingland.com/adsense-turns-10-reflections-on-googles-great-leap-34684,"AdSense Turns 10: Reflections On Google's Great Leap Beyond Search Ads",Valid,Data is not available
https://www.google.com/press/pressrel/keyhole.html,"Google Acquires Keyhole Corp",Valid,Data is not available
https://techcrunch.com/2006/10/09/google-has-acquired-youtube/,"Google Has Acquired YouTube",Valid,Data is not available
https://www.nytimes.com/2006/10/09/business/09cnd-deal.html,"Google to Acquire YouTube for $1.65 Billion",Valid,Data is not available
https://techcrunch.com/2006/11/13/google-closes-youtube-acquisition/,"Google Closes YouTube Acquisition",Valid,Data is not available
https://www.reuters.com/article/us-google-idUSWEN973120061114,"Google closes YouTube deal",Valid,Data is not available
https://www.nytimes.com/2007/04/14/technology/14DoubleClick.html,"Google Buys DoubleClick for $3.1 Billion",Valid,Data is not available
http://news.cnet.com/Can-Google-beat-the-new-office-curse/2100-1030_3-5884957.html,"Can Google beat the new-office curse?",Invalid,Data is not available
http://news.cnet.com/What-the-Google-AOL-deal-means-for-users/2100-1024_3-6010327.html,"What the Google-AOL deal means for users",Invalid,Data is not available
http://googlepress.blogspot.no/2006/08/fox-interactive-media-enters-into_07.html,"Fox Interactive Media Enters Into Landmark Agreement with Google Inc",Valid,Wed 27 Dec 2017 07:18:25 GMT
http://searchengineland.com/tracking-santa-norad-google-team-up-for-christmas-12817,"Tracking Santa: NORAD & Google Team Up For Christmas Dec 1 2007 Danny Sullivan",Valid,Data is not available
http://news.cnet.com/8301-13772_3-10418101-52.html,"Behind the scenes: NORAD's Santa tracker for Thur Dec 21 2009 By Daniel Terdiman CNET",Valid,Data is not available
http://searchengineland.com/instructions-on-tracking-santa-with-norad-google-the-2007-edition-13001,"Instructions On Tracking Santa With NORAD & Google: The 2007 Edition Dec 24 2007 Danny Sullivan",Valid,Data is not available
https://www.reuters.com/article/2008/09/06/us-geoeye-idUSN0633403420080906,"GeoEye launches high-resolution satellite",Valid,Data is not available
http://www.msnbc.msn.com/id/27802744/,"Google gives online life to Life mag's photos",Valid,Data is not available
http://searchengineland.com/google-to-host-10-million-time-life-unpublished-images-15513,"Google Hosting Time-Life Photo Archive 10 Million Unpublished Images Now Live",Valid,Data is not available
https://www.wsj.com/articles/SB10001424052748704342604575222420304732394,"Google Invests in Two Wind Farms",Valid,Data is not available
http://news.cnet.com/8301-11128_3-10456435-54.html,"Google Energy can now buy and sell energy",Valid,Data is not available
http://news.cnet.com/8301-11128_3-10456435-54.html,"Google gets go-ahead to buy sell energy",Valid,Data is not available
http://qz.com/125407/google-is-on-the-way-to-quietly-becoming-an-electric-utility/,"Google is on the way to quietly becoming an electric utility",Valid,Data is not available
https://www.forbes.com/2010/05/18/google-microsoft-videoconferencing-technology-telephony.html,"Google's Latest Telephony Play",Valid,Data is not available
http://www.appscout.com/2010/05/google_closes_acquisition_of_a.php,"Google Closes Acquisition of AdMob",Valid,Data is not available
https://www.pcmag.com/article2/02817235560900.asp,"Google Acquires Mobile Display Ad Firm AdMob",Valid,Data is not available
http://news.techworld.com/green-it/3232690/google-buys-power-from-iowa-wind-farm/?olo=rss,"Google buys power from Iowa wind farm",Invalid,Data is not available
https://web.archive.org/web/20110407100606/http://www.theglobeandmail.com/report-on-business/google-bids-900-million-for-nortel-patents/article1969788/,"Bid for Nortel patents marks Google's new push into mobile world",Valid,Data is not available
https://www.theglobeandmail.com/report-on-business/google-bids-900-million-for-nortel-patents/article1969788/,the original,Invalid,Data is not available
https://www.washingtonpost.com/blogs/faster-forward/post/google-agrees-to-acquire-motorola-mobility/2011/08/15/gIQABmTkGJ_blog.html,"Google agrees to acquire Motorola Mobility",Valid,Data is not available
http://investor.google.com/releases/2011/0815.html,"Google to Acquire Motorola Mobility — Google Investor Relations",Valid,Data is not available
http://www.appleinsider.com/articles/11/08/15/google_ceo_anticompetitive_apple_microsoft_forced_motorola_deal.html,"Google CEO: 'Anticompetitive' Apple Microsoft forced Motorola deal",Valid,Data is not available
http://www.bbc.co.uk/news/business-18164190,"Google",Valid,Data is not available
http://googleblog.blogspot.com/2011/08/supercharging-android-google-to-acquire.html,"Official Google Blog: Supercharging Android: Google to Acquire Motorola Mobility",Valid,Data is not available
http://news.cnet.com/8301-1035_3-20092362-94/google-to-buy-motorola-mobility-for-$12.5b/,"Google to buy Motorola Mobility for $12.5B",Valid,Data is not available
https://www.reuters.com/article/2012/08/13/us-motorolamobility-jobs-idUSBRE87C07F20120813,"Google to cut 4000 Motorola Mobility jobs shares rise",Valid,Data is not available
https://www.engadget.com/2012/12/11/motorola-flextronics/,"Motorola's retreat continues sells factories in China and Brazil to Flextronics for $75 million",Valid,Data is not available
http://www.zdnet.com/cn/flextronics-acquires-motorola-mobilitys-plants-in-china-brazil-7000008603/,"Flextronics acquires Motorola Mobility's plants in China Brazil",Valid,Fri 26 Jan 2018 20:33:32 GMT
https://www.theverge.com/2012/12/19/3786086/google-sells-motorola-home-to-arris-for-2-35-billion-in-cash-and-stock,"Google sells Motorola Home set top box division to Arris for $2.35 billion",Valid,Data is not available
https://techcrunch.com/2012/12/19/motorola-home-finds-a-new-home-at-arris-google-sells-broadband-unit-for-2-35b-to-double-down-on-mobile/,"Motorola Home Finds A New Home At Arris. Google Sells Broadband Unit For $2.35B To Double Down On Mobile",Valid,Data is not available
https://www.cnet.com/news/google-reveals-it-spent-966-million-in-waze-acquisition/,"Google reveals it spent $966 million in Waze acquisition",Valid,Data is not available
https://techcrunch.com/2013/06/11/its-official-google-buys-waze-giving-a-social-data-boost-to-its-location-and-mapping-business/,"Google Bought Waze For $1.1B Giving A Social Data Boost To Its Mapping Business",Valid,Data is not available
https://www.forbes.com/sites/amitchowdhry/2014/01/27/google-to-acquire-artificial-intelligence-company-deepmind/,"Google To Acquire Artificial Intelligence Company DeepMind",Valid,Data is not available
https://www.reuters.com/article/2014/01/27/us-google-deepmind-idUSBREA0Q03220140127,"Google to buy artificial intelligence company DeepMind",Valid,Data is not available
http://www.pcworld.com/article/2091500/google-acquires-artificial-intelligence-company-deepmind.html,"Google buys artificial intelligence company DeepMind",Valid,Data is not available
https://www.theverge.com/2014/1/26/5348640/google-deepmind-acquisition-robotics-ai,"Google buying AI startup DeepMind for a reported $400 million",Valid,Data is not available
https://www.washingtonpost.com/business/technology/google-sells-motorola-mobility-to-lenovo-for-291-billion/2014/01/29/92836bce-8932-11e3-833c-33098f9e5267_story.html,"Google sells Motorola Mobility to Lenovo for $2.91 billion",Valid,Data is not available
https://www.cnbc.com/2017/09/20/google-htc-sign-cooperation-agreement.html,"Google agrees to buy part of HTC for $1.1 billion",Valid,Data is not available
https://www.theverge.com/2017/9/20/16340108/google-htc-smartphone-team-acquisition-announced,"Google is buying part of HTC's smartphone team for $1.1 billion",Valid,Data is not available
https://www.blog.google/topics/hardware/google-signs-agreement-htc-continuing-our-big-bet-hardware/,"Google signs agreement with HTC continuing our big bet on hardware",Valid,Data is not available
https://www.google.com/about/datacenters/inside/locations/index.html,"Data center locations",Valid,Thu 08 Dec 2016 01:00:57 GMT
https://web.archive.org/web/20110928174147/http://online.wsj.com/article/BT-CO-20110928-700133.html,"UPDATE: Google To Build Three Data Centers In Asia Investment To Exceed $200M",Valid,Data is not available
http://online.wsj.com/article/BT-CO-20110928-700133.html,the original,Invalid,Data is not available
http://www.datacenterknowledge.com/archives/2011/09/28/google-to-build-three-data-centers-in-asia/,"Google to Build Three Data Centers in Asia",Valid,Fri 26 Jan 2018 20:33:36 GMT
https://blogs.wsj.com/digits/2013/12/10/google-scraps-plan-to-build-hong-kong-data-center/,"Google Scraps Plan to Build Hong Kong Data Center",Valid,Data is not available
https://www.washingtonpost.com/world/national-security/nsa-infiltrates-links-to-yahoo-google-data-centers-worldwide-snowden-documents-say/2013/10/30/e51d661e-4166-11e3-8b74-d89d714ca4dd_story.html,"NSA infiltrates links to Yahoo Google data centers worldwide Snowden documents say",Valid,Data is not available
https://www.nytimes.com/2013/10/31/technology/nsa-is-mining-google-and-yahoo-abroad.html,"N.S.A. Said to Tap Google and Yahoo Abroad",Valid,Data is not available
https://arstechnica.com/information-technology/2013/10/how-the-nsas-muscular-tapped-googles-and-yahoos-private-networks/,"How the NSA's MUSCULAR tapped Google's and Yahoo's private networks",Valid,Data is not available
https://www.nytimes.com/2013/11/01/technology/angry-over-us-surveillance-tech-giants-bolster-defenses.html,"Angry Over U.S. Surveillance Tech Giants Bolster Defenses",Valid,Data is not available
https://web.archive.org/web/20160613112324/http://www.geek.com/chips/googles-most-efficient-data-center-runs-at-95-degrees-1478473/,"Google's most efficient data center runs at 95 degrees",Valid,Data is not available
http://www.geek.com/chips/googles-most-efficient-data-center-runs-at-95-degrees-1478473/,the original,Valid,Data is not available
http://www.datacenterknowledge.com/archives/2011/08/01/report-google-uses-about-900000-servers/,"Report: Google Uses About 900000 Servers",Valid,Fri 26 Jan 2018 20:33:38 GMT
https://blog.google/topics/environment/100-percent-renewable-energy/,"We're set to reach 100% renewable energy — and it's just the beginning",Valid,Data is not available
https://www.theverge.com/2016/12/6/13852004/google-data-center-oklahoma-renewable-energy-climate-change,"Google just notched a big victory in the fight against climate change",Valid,Data is not available
https://techcrunch.com/2016/12/06/google-says-it-will-hit-100-renewable-energy-by-2017/,"Google says it will hit 100% renewable energy by 2017",Valid,Data is not available
https://www.bloomberg.com/news/articles/2015-08-10/google-to-adopt-new-holding-structure-under-name-alphabet-,"Google Rises After Creating Holding Company Called Alphabet",Valid,Data is not available
https://www.wsj.com/articles/google-creates-new-company-alphabet-1439240645,"Google Creates Parent Company Called Alphabet in Restructuring",Valid,Data is not available
https://www.nytimes.com/2015/08/11/technology/google-alphabet-restructuring.html,"Google to Reorganize as Alphabet to Keep Its Lead as an Innovator",Valid,Data is not available
https://www.bloomberg.com/news/articles/2017-09-01/alphabet-wraps-up-reorganization-with-a-new-company-called-xxvi,"Alphabet Finishes Reorganization With New XXVI Company",Valid,Data is not available
https://www.sec.gov/Archives/edgar/data/1288776/000119312507044494/d10k.htm,"Form 10-K – Annual Report",Valid,Thu 12 Oct 2017 15:39:21 GMT
http://pdf.secdatabase.com/44/0001193125-12-025336.pdf,"Google Inc Form 10-K Annual Report Filing Date Jan 26 2012",Valid,Fri 04 Jul 2014 12:27:24 GMT
https://www.washingtonpost.com/wp-dyn/content/article/2008/08/11/AR2008081102270_pf.html,"Some Web Firms Say They Track Behavior Without Explicit Consent",Valid,Data is not available
https://www.nytimes.com/2009/03/11/technology/internet/11google.html,"Google to Offer Ads Based on Interests",Valid,Data is not available
https://www.google.com/intl/en/press/annc/20070917_mobileads.html,"Google AdSense for Mobile unlocks the potential of the mobile advertising market",Valid,Data is not available
https://arstechnica.com/information-technology/2008/08/surfing-on-the-sly-ie8s-inprivate-internet/,"Surfing on the sly with IE8's new "InPrivate" Internet",Valid,Data is not available
http://www.webopedia.com/TERM/A/adwords.html,"AdWords - Google AdWords",Valid,Data is not available
http://www.webopedia.com/TERM/A/adsense.html,"AdSense - Google AdSense",Valid,Data is not available
http://news.cnet.com/Google-to-offer-advertisers-click-fraud-stats/2100-1024_3-6098469.html,"Google to offer advertisers click fraud stats",Invalid,Data is not available
https://web.archive.org/web/20090130095413/http://www.webpronews.com/topnews/2004/05/17/google-somewhat-lifts-oceana-ad-ban,"Google Somewhat Lifts Oceana Ad Ban",Valid,Data is not available
http://www.webpronews.com/topnews/2004/05/17/google-somewhat-lifts-oceana-ad-ban,the original,Valid,Data is not available
http://www.bloggingstocks.com/2008/10/31/yahoo-and-google-may-dump-their-deal/print/,"Yahoo and Google may dump their deal",Valid,Data is not available
http://googleblog.blogspot.com/2008/11/ending-our-agreement-with-yahoo.html,"Ending our agreement with Yahoo!",Valid,Data is not available
http://www.comscore.com/Press_Events/Press_Releases/2009/12/comScore_Releases_November_2009_U.S._Search_Engine_Rankings,"comScore Releases November 2009 U.S. Search Engine Rankings",Valid,Data is not available
https://techcrunch.com/2008/07/25/googles-misleading-blog-post-on-the-size-of-the-web/,"Google's Misleading Blog Post: The Size Of The Web And The Size Of Their Index Are Very Different",Valid,Data is not available
http://news.cnet.com/2100-1038_3-1024234.html,"Google cache raises copyright concerns",Valid,Data is not available
https://www.eff.org/IP/blake_v_google/google_nevada_order.pdf,CV-S-04-0413-RCJ-LRL,Invalid,Data is not available
http://www.paed.uscourts.gov/documents/opinions/06D0306P.pdf,04-CV-3918,Valid,Tue 14 Mar 2006 14:31:56 GMT
http://www.huffingtonpost.com/2010/09/29/google-instant-censorship_n_743203.html,"Google Instant Censorship: The Strangest Terms Blacklisted By Google",Valid,Data is not available
http://www.alternet.org/story/14001/conspiracy_researcher_says_google%27s_no_good,"Conspiracy Researcher Says Google's No Good",Valid,Data is not available
http://www.infoworld.com/t/platforms/google-hit-second-lawsuit-over-library-project-722,"Google hit with second lawsuit over Library project",Valid,Data is not available
https://www.webcitation.org/67Qvo6uhf?url=http://www.bloomberg.com/apps/news?pid=newsarchive&sid=ahUxORgasDFs,"Google Wins Preliminary Approval of Online Books Settlement",Invalid,Data is not available
https://www.bloomberg.com/apps/news?pid=newsarchive&sid=ahUxORgasDFs,the original,Invalid,Data is not available
https://www.webcitation.org/67QvoTecZ?url=http://www.bloomberg.com/apps/news?pid=newsarchive&sid=apZ3UG9CPLo8,"Google's French Book Scanning Project Halted by Court",Invalid,Data is not available
https://www.bloomberg.com/apps/news?pid=newsarchive&sid=apZ3UG9CPLo8,the original,Invalid,Data is not available
https://www.nytimes.com/2009/06/01/technology/internet/01google.html,"Preparing to Sell E-Books Google Takes on Amazon",Valid,Data is not available
http://googleblog.blogspot.com/2010/07/this-week-in-search-72510.html,"This Week in Search 7/25/10",Valid,Data is not available
https://www.theguardian.com/technology/2013/sep/27/google-biggest-algorithm-change-hummingbird,"Google introduces the biggest algorithm change in three years",Valid,Data is not available
https://techcrunch.com/2016/08/23/good-riddance/,"Google will soon start punishing mobile sites that show hard-to-dismiss popups",Valid,Data is not available
